created,source,type,class,spec,fightStyle,fightLength,enemyCount,dps,simcHash,itemLevel,talents,soulbind,id
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2726,1ea9a7cf8e,215,1323233,"bonesmith_heirmir:10,326514/44:5/326507/326512/25:5/33:5/326572",796b639d2ea52ef662d3a56d64cd9c43fc6c71e40d2f04926d27cf1e0f6e2b24
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2729,1ea9a7cf8e,215,1323233,"forgelite_prime_mikanikos:18,333950/44:5/331609/37:5/331726/33:5/59:5/331611",025ea04a5c29efb67049cb6301ba2b9c23bee37ce4cf82204b0c75905d86d131
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2731,1ea9a7cf8e,215,1323233,"forgelite_prime_mikanikos:18,333950/44:5/331609/37:5/331726/25:5/59:5/331611",f58dc0bcdcd833f350687cf3c5a7765df45b7556be4a1c79d5422b7a09f244b8
2021-04-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2724,06a3c62c7f,226,1323133,"forgelite_prime_mikanikos:18,333950/31:7/331609/37:7/331725/25:7/28:7/331611",2032ce02c64bf78b7c16259d6c0344830fb875ff0d17b89eaaace51517bfcef3
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2726,1ea9a7cf8e,215,1323233,"bonesmith_heirmir:10,326514/60:5/326507/326512/25:5/33:5/326572",79955aaa345bb9d07908c0bc032a615fb69555b0dbdb331687c3e035681547e1
2021-03-30,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2732,06a3c62c7f,217,1333233,"kleia:13,329791/31:5/334066/42:6/329784/33:5/25:5/329778",fffc2cbf695853fcbf78917b08d491038531558b7c984498fb2b88f0ed0bcc39
2021-03-08,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2732,9b573aa679,224,3233223,"kleia:13,329791/44:5/334066/35:7/329784/25:6/33:6/329778",0dbf835df233dfeedeca1393da69f58c005d87c281d6928209f2c5907f8d3fcb
2021-04-02,input,quick,monk,mistweaver,Patchwerk,300,1,2727,06a3c62c7f,224,1233233,"niya:1,322721/15:7/320659",41ca7e9dfd93ebecf50a340f763d1ceed231d5288d260621d2ae9925c6ea61d4
2021-04-13,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2733,035741cd9a,217,1333233,"kleia:13,329791/31:5/334066/42:6/329784/33:5/25:6/329778",5200a089eb1715a1ef90b5ae25c29a1be17706f525b7b767dea89d71ca41c116
2021-04-13,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2733,035741cd9a,217,1333233,"kleia:13,329791/31:5/334066/42:6/329784/33:5/25:6/329778",d77deb6da65b6156081c6e4d5fba00c8b61b1f537e0cda92786c437f31b40597
2021-04-02,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2726,06a3c62c7f,224,1233233,"niya:1,322721/15:7/320659",f7b832706ab35e0fe6789ff2334cdb36310f0cbbf5c34ffe10b71cc83ebfda35
2021-03-10,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2734,7d27eb3d83,222,1233233,"kleia:13,329791/31:5/334066/37:6/329784/33:6/15:6/329778",04166888ffd1a697720da0d04aad75504ae5d9b1f1df3e467043d2b3c1e8a145
2021-01-28,armory,quick,monk,mistweaver,Patchwerk,300,1,2736,dcf98e2380,224,1333223,"nadjia_the_mistblade:8,331586/28:5/331576/37:6/331579/33:6/44:5",b3f27ac956d59df563feac0931aa170bf68846f2fd7b58e4a080662fae68bbfd
2021-04-14,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2738,035741cd9a,223,1333211,"kleia:13,329791/31:5/334066/37:6/328258/33:6/25:6/329778",2d8b0ff4d4ad7b447a75f53e508e96bf4b2eb8423eb313d0025c2211814d1611
2021-03-25,armory,quick,monk,mistweaver,Patchwerk,300,1,2737,dcccdb1727,226,1233233,"emeni:5,342156/31:6/323921/35:7/324440/25:7/60:7/323918",8a59516b272d9827bdcb8e07b7f7dade58732edc8eca0068a74bf3e3c841109f
2021-03-16,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2737,4e555e1bc2,220,3233233,"kleia:13,329791/31:5/334066/37:6/329784/33:6/25:6/329778",2be3b2c973a5a09296d0bf1e1bd97cc73231003f3f2b378954e81c4f3a8f31f1
2021-04-02,input,quick,monk,mistweaver,Patchwerk,300,1,2737,06a3c62c7f,224,2233233,"kleia:13,329791/31:6/334066/37:7/329784/15:7/25:7/329778",fba7c424750ecc97e7364224a1b2a8ded50cf37eee899d054d1e783bf9be6fa3
2021-02-25,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2739,3e833d31f2,215,3323223,"kleia:13,329791/44:5/334066/37:6/329784/25:5/33:6/329778",f5672fa393c069c2afb5acdf7c2b6f53080bb89f5b7c90ec453692428486100c
2021-02-22,input,quick,monk,mistweaver,Patchwerk,300,1,2742,9ab555b3c0,217,3333233,"dreamweaver:2,319217/33:6/44:5/319213/42:7/15:6/319216/319191",8e4e9049a9dfd9498b6adc91e7b3e7ecbd069a55b4975d26a0bc78e97a2234e2
2021-04-02,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2737,06a3c62c7f,224,2233233,"kleia:13,329791/31:6/334066/37:7/329784/15:7/25:7/329778",be7794704ee3a03ef9419a73895b2a4b6be929f50d6baeba4f82928feaa69d35
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2742,1ea9a7cf8e,215,1323233,"nadjia_the_mistblade:8,331586/62:5/331576/331579/33:5/331584",12d0b40a44f9be301c5c5a3402fd0c2a1adccab82e4ec3dc010e9fbe3ea0357c
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2742,1ea9a7cf8e,215,1323233,"nadjia_the_mistblade:8,331586/44:5/331576/331579/25:5/331584",ece08644251ccfea205432450911c483163fcc5e88b745905b6e39766257b034
2021-02-18,input,quick,monk,mistweaver,Patchwerk,300,1,2745,9ab555b3c0,220,1213233,"dreamweaver:2,319217/25:5/31:5/319213/42:7/15:6/319216",7895791662b5316bfe012f881cb78533d04f670e61df5a7bc9fff8b6d1e35dfc
2021-03-31,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2744,028904a538,224,3233223,"emeni:5,342156/60:6/323921/42:6/324440/33:6/44:5/323918",ca180882d474dd32391a0f33d5b4d505e70e336ea2b9bfa2e253840e0b1f5e17
2021-03-22,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2750,1904a3f445,225,3233221,"emeni:5,342156/60:6/323921/42:6/324440/33:6/44:5/323918",47e3c478d4058c8ddb82ef32a4c8882fe477658e3935f8969b88d8de4a0c975b
2021-03-11,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2749,435539d202,215,1323233,"nadjia_the_mistblade:8,331586/28:5/331576/42:6/331579/15:6/37:6/331584",168f8ed184b449763dfb86b4ea62858819dd9e55938ec3efb4ae44a07b20ebb5
2021-03-12,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2737,88fef71ce2,221,1323233,"kleia:13,329791/31:6/334066/37:6/329784/33:6/25:6/329778",4c022cbb0d107afe1aa8b109bd11f4cb68253fb6c2829333b5e46f0851366761
2021-04-03,input,quick,monk,mistweaver,Patchwerk,300,1,2743,06a3c62c7f,224,2233231,"kleia:13,329791/31:6/334066/37:7/329784/15:7/25:7/329778",57a6b5066de6a4bc37d13d91116960ddc08ab3dd94d4fdb479864b28bc3f2dc4
2021-02-27,armory,quick,monk,mistweaver,Patchwerk,300,1,2760,3e833d31f2,226,1233233,"emeni:5,342156/44:6/323921/42:7/324441/33:6/31:5/323918",769023a24b59b9feb0db4ec5e09f701445d340fd4a113fc227887fcb6210ce97
2021-03-24,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2765,dcccdb1727,220,1133311,"forgelite_prime_mikanikos:18,333950/28:5/331609/35:6/331726/25:6/31:5/331611",c63f0928e5d0103bcc78435e1789290bc3136c2f8d9e1688e55ac8f6f95fb288
2021-04-10,input,quick,monk,mistweaver,Patchwerk,300,1,2748,25733a9b1a,228,3223221,"kleia:13,329791/28:7/334066/42:7/329784/15:7/25:7/329778",b0d5890975f6c1cd9d8bd046f94a16bc5bd77f2236998337205033eda9ba795a
2021-03-28,armory,quick,monk,mistweaver,Patchwerk,300,1,2766,dcccdb1727,221,1313233,"kleia:13,329791/31:5/334066/37:6/329784/33:5/25:6/329778",4d9356df9111b276adefcab37966b72e1accf5255a67f5667bb7c5f358afa60d
2021-03-24,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2766,dcccdb1727,220,1133311,"forgelite_prime_mikanikos:18,333950/28:5/331609/35:6/331726/25:6/31:5/331611",76981746bfeccc0fd41f941e6febec31d36ae74c4c8576cd874c6c820a15ecd9
2021-03-30,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2774,06a3c62c7f,216,3223323,"kleia:13,329791/44:5/334066/42:5/329784/33:5/25:6/329778",de984c8fdaa3222a5236c076f28c7a08b9699cd9b701f1a274ccfab539fc2051
2021-02-13,armory,quick,monk,mistweaver,Patchwerk,300,1,2773,87037ac8b9,226,3333223,"bonesmith_heirmir:10,326514/31:5/326507/37:7/326512/25:7/33:7/326572",5f4f18422a6743dc2e0a1e6adc61e65f26f79974708f5deffb1c4c49c88e444f
2021-03-12,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2756,88fef71ce2,221,1323233,"kleia:13,329791/31:6/334066/37:6/329784/33:6/25:6/329778",86e8b3dd08fcccf57a6737c70f10a8cf5513796efd23c034b719dca09f5281ac
2021-03-11,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2778,435539d202,217,1323233,"nadjia_the_mistblade:8,331586/28:5/331576/42:6/331579/15:6/37:6/331584",744eb2f1a3dacd3a36c6e55d41e8c2266ef1d1cc892578e5fd61d7395cc0a559
2021-03-18,armory,quick,monk,mistweaver,Patchwerk,300,1,2775,4e555e1bc2,225,1333233,"emeni:5,342156/60:5/323921/37:6/324441/33:6/31:5/323918",5121bc3d5c7473047140597dcf238ed682a68153a86c22bd256fa75376be2bfa
2021-01-20,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2782,d353c77f0e,217,3333223,"dreamweaver:2,319217/33:6/44:5/319210/25:7",3349924da132b152eff6fea81472049e422cba25aa127cfce31b950c7bf31a0b
2021-04-12,armory,quick,monk,mistweaver,Patchwerk,300,1,2779,4f8dc8a233,224,1233233,"pelagos:7,328266/28:6/328261/25:6/328265/31:6/33:6/328257",f64ad027c5523cce41870d0cfef838ab22dc91bd863055b810924f86caaded9d
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2782,1ea9a7cf8e,215,1323233,"niya:1,322721/44:5/342270/37:5/320668/25:5/33:5/320659",37d522f1eeb1b7b6cfb7e10087d5975adf4209eda51af29f8332435de0c5214c
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2782,1ea9a7cf8e,215,1323233,"niya:1,322721/60:5/342270/37:5/320668/25:5/33:5/320659",df208bf8640359c999562ea8cfca06ecd76e43c7e711b8a84c37f6c101ca528f
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2783,1ea9a7cf8e,215,1323233,"niya:1,322721/44:5/342270/37:5/320668/25:5/33:5/320659",99608f6ca72c3959ae8e520c1de65d00f41736478fb32be1965f7f2515b2b3c8
2021-03-08,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2787,9b573aa679,224,3233223,"kleia:13,329791/44:5/334066/35:7/329784/25:6/33:6/329778",3002d13d353854d907d13d62866733f39ec3741c4e2b151f905ca0ac941e9ef1
2021-04-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2790,06a3c62c7f,225,1313111,"forgelite_prime_mikanikos:18,333950/31:7/331609/37:7/331725/25:7/44:7/331611",c2727da8ab6faf35ecd1a114c84f574965d93d05db66fad0b7be516080bc674f
2021-02-22,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2799,9ab555b3c0,218,3333233,"dreamweaver:2,319217/33:6/44:5/319213/42:7/15:6/319216/319191",838815110f8978b1d5b55cf6a1d5050a4e89e02d366f9a25ee8056973bae8818
2021-04-03,armory,quick,monk,mistweaver,Patchwerk,300,1,2819,06a3c62c7f,226,1333233,"emeni:5,342156/60:5/323921/37:6/324441/33:6/31:6/323918",41e87f6b6c9245c705dbf51f18899a2c2007d503497d4aa406b43c6352820446
2021-03-11,armory,quick,monk,mistweaver,Patchwerk,300,1,2823,435539d202,225,1333233,"emeni:5,342156/60:1/323921/37:6/324441",80f10abdbea579e49270c2d2335c1da7e9c143f6b0a7482ffa3cbc0f91cd7d68
2021-03-12,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2823,435539d202,224,2233231,"kleia:13,329791/44:5/334066/37:6/329784/25:6/33:6/329778",b714754d1a9349545536b163743105b7975eeb4cc5a7fc781a70eac36cce1c81
2021-03-29,armory,quick,monk,mistweaver,Patchwerk,300,1,2821,dcccdb1727,226,1233233,"emeni:5,342156/60:5/323921/37:6/324441/33:6/31:5/323918",fe228d8e28cfdf7935cafca8f61a9a7922460b8eef14ce9f6f7bd8908b3f1240
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2844,1ea9a7cf8e,215,1323233,"niya:1,322721/63:5/342270/37:5/320668/25:5/33:5/320659",8ea4257ce8674e772e7e1f95865858e67762cc3126962069624c3b480cc79c9b
2021-04-10,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2822,25733a9b1a,228,2223211,"kleia:13,329791/28:7/334066/42:7/329784/15:7/25:7/329778",d709f05f55aac2eed89fffdb9e2d915154b5ec6ec2b298481eb4a35ad788a8f6
2021-04-05,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2791,06a3c62c7f,217,3223333,"kleia:13,329791/44:5/334066/42:6/329784/33:5/25:6/329778",93a256163d94ded3d0756a2e2578e410af27f01c7daf21bfb677a308d073d395
2021-04-10,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2822,25733a9b1a,228,2223211,"kleia:13,329791/59:7/334066/42:7/329784/15:7/25:7/329778",1ce8a0db4a4377dbe4616cb224645724f31f814b1b4168fd56f889521ce80d93
2021-03-03,optimize,optimize,monk,mistweaver,Patchwerk,300,1,2844,1ea9a7cf8e,215,1323233,"niya:1,322721/44:5/342270/37:5/320668/25:5/33:5/320659",e3eeda2a22bdf725f728742f123a2b1bdebc857c1059cb59e0ead94dcabd44cb
2021-04-03,input,quick,monk,mistweaver,Patchwerk,300,1,2833,06a3c62c7f,224,2233231,"kleia:13,329791/31:6/334066/37:7/329784/15:7/25:7/329778",a6d4b3d0840329e64eb2ead2b4c70356f53a8774ae16475d50af63bd8f0aad64
2021-03-24,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4339,e6856b149d,228,1312121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",fe3d6aba0c0db8b0ad7b5220b1bc811ae91bca3c916dd12ee9645570d911be21
2021-03-08,armory,quick,monk,brewmaster,Patchwerk,300,1,4601,1ea9a7cf8e,218,2312121,"bonesmith_heirmir:10,326514/22:5/326507/37:6/326512/15:6/60:5/326511",8d6dab1317eef345364a6c562a573c1ae5fd00941ab231ad4b34cc5808492226
2021-03-25,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4348,e6856b149d,228,2312121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",f49f147d21ecb058d2fcb05712cc56ca5b361a3ee5321d20cdb33caab6a64eaa
2021-03-23,input,quick,monk,brewmaster,Patchwerk,300,1,4353,1904a3f445,228,2213121,"forgelite_prime_mikanikos:18,333950/59:6/331609/41:7/331725/15:6/57:7/331611",e2a685a2cfd45163775495d2025f5ad33a06cc98105d67f886b87c3c2a84c332
2021-03-25,input,quick,monk,brewmaster,Patchwerk,300,1,4351,fd537dc06a,228,2213121,"forgelite_prime_mikanikos:18,333950/59:6/331609/41:7/331725/15:7/57:7/331611",98842602e4550c0cb985b116300a9fdebee8bb19fed3d70d353223932a6b7b73
2021-04-14,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4365,035741cd9a,228,2312121,"forgelite_prime_mikanikos:18,333950/57:5/331609/37:5/331725/15:5/59:5/331611",33afde6c7c25099a31263259a9c1f04e42fe68d2499c5fe514869daba66ea968
2021-04-06,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4384,4f8dc8a233,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/37:7/331726/15:7/59:6/331611",27c0cf5a77a20e06b4b02d60705ad74d33bba97ab04ce2f44292a70fde9874a8
2021-04-14,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4390,035741cd9a,228,2312121,"forgelite_prime_mikanikos:18,333950/57:7/331609/37:7/331725/15:7/59:7/331611",3a989acd91fc2648927d664724045b0620b9d3cd617af441c81c4b766c659953
2021-03-24,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4347,e6856b149d,228,1313121,"forgelite_prime_mikanikos:18,333950/57:5/331609/42:7/331725/15:7/59:6/331611",30e2405c029ffb92dd5509aebaed14d60197e7d80e61d82901da6a6e9db44e15
2021-04-14,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4240,035741cd9a,227,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:5/331611",0e889c3c966c8abf1ddaa74d816fb2635044202d390f14c15eeecb9581411080
2021-04-20,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4240,e953155fc3,227,2312121,"forgelite_prime_mikanikos:18,333950/59:7/331609/42:7/331725/15:7/57:7/331611",f5dcabe853c07eba97a5baa4ed299634458b309a9bb3bd7c77b3cabe1e97b2b9
2021-03-31,input,quick,monk,brewmaster,Patchwerk,300,1,4352,06a3c62c7f,228,2213121,"forgelite_prime_mikanikos:18,333950/59:6/331609/41:7/331725/15:7/57:7/331611",bdc3ab99021dd2185baa580098a502519a6b300658d488b574d45f3670d6b86d
2021-04-23,input,quick,monk,brewmaster,Patchwerk,300,1,4241,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",0bbdba7f7eeb45085936a22cc73710de87610193b5831da105ce8520f0b452bc
2021-04-23,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4242,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",23022844940c3637f8024ab9b178a5c2596e7f51289ea69f040d0963dca844e1
2021-03-30,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4239,06a3c62c7f,228,1212221,"forgelite_prime_mikanikos:18,333950/57:7/331609/35:7/331725/47:5/59:5/331611",42207e275dd32c4e13eb01274fcb93ae75d3cc0b187070545c27588c03a1c52a
2021-03-25,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4235,dcccdb1727,227,2212121,"forgelite_prime_mikanikos:18,333950/57:7/331609/331725/15:7/59:6/331611",934fe24a92ced18ab264776f8eb2b8f50243c4b369b494c9ce497255de272046
2021-04-23,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4242,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/37:7/331725/15:7/59:7/331611",7f2af47876fafd4adfb342f0ec12c83fd805df45cf7ba7aa1f744307beaef48d
2021-04-22,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4245,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",a82b3d05045a316d9194241aff659ff965e0925f9426687dad3956472648a4f4
2021-04-23,input,quick,monk,brewmaster,Patchwerk,300,1,4243,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",e440f59b9e7cab40e325c3be538d318d7dd2bf4d854e213504a101fe106b5780
2021-03-30,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4242,06a3c62c7f,228,1212221,"forgelite_prime_mikanikos:18,333950/57:7/331609/35:7/331725/47:5/59:5/331611",c5757e7e86e6d80888dacc452e3abdd0ed3c7c113d9aaaaf652b67a7616d8295
2021-04-07,armory,quick,monk,brewmaster,Patchwerk,300,1,4247,4f8dc8a233,228,2313321,"forgelite_prime_mikanikos:18,333950/57:7/331609/37:7/331726/15:7/59:6/331611",d5d682bccb7607d50655c1d2dce99896aafe43c7240e5481148db39982e812d0
2021-04-23,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4245,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",ea6d70a995f6e9b98dd795d81d19c96be84506f759e540be79fc0cc4b5a5d518
2021-04-18,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4247,035741cd9a,227,1213121,"kleia:13,329791/57:7/334066/37:7/329784/15:7/33:7/329778",57f5eeb9c0db8eac3550d0744bfed2bbc58d226011100bec39c3ceb7d1385794
2021-04-01,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4248,06a3c62c7f,226,2313121,"forgelite_prime_mikanikos:18,333950/59:7/331609/37:6/331725/15:7/57:7/331611",e12a65314402ba33a91ddf31db890e0d33b6d0ea7842a5f9d9752986b4fa8847
2021-04-01,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4247,dad0866089,227,1213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",69477cc5f03170ba43b740f4ca68698614076d43883d1196a9d37044cf5147e1
2021-04-01,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4248,dad0866089,227,1213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",1d9dcde2ad6998d03d150c8f02b448cb7ad24457643ff5ae7dfc2a2e680c3e00
2021-04-20,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4247,e953155fc3,226,2213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",732bfba0e63dfe99abd5543fc691224ca637011f7d162539b6f64cc8aa95c7b0
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4248,0d10eeea5f,227,1313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",e2e291490040760d4dd86e3bbb26caa97758ff9a7cab9e352545ebc069393637
2021-04-01,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4249,06a3c62c7f,226,2313121,"forgelite_prime_mikanikos:18,333950/59:7/331609/37:6/331725/15:7/57:7/331611",aa77ec55528062cf91863c9a286e5737846df081380674a09e4b7dc594a2624a
2021-04-14,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4252,035741cd9a,224,2312121,"forgelite_prime_mikanikos:18,333950/57:5/331609/42:7/331725/15:7/59:6/331611",4c7fbbebac1beadd1f106fafb766dce8a11b61698b412915892270574c4ae4e9
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4253,06a3c62c7f,227,1312321,"forgelite_prime_mikanikos:18,333950/59:7/331609/42:7/331725/15:7/57:7/331611",4d7387115aa6e08e30e3a73e3aa7b85e135dd62ddc9fb209cf799fe93a4aebc7
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4248,0d10eeea5f,227,1213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",a931b20c5a64faa5a5d1e5858062fc522c93450dc407ee83fbc17deeb1ae7694
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4253,06a3c62c7f,227,1312321,"forgelite_prime_mikanikos:18,333950/59:7/331609/42:7/331725/15:7/57:7/331611",34b6afefad9916996ca9d518d56cfb9df5824fec434bf8df6b591199f3239b39
2021-04-20,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4253,e953155fc3,226,2213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",f6117cee856b7f7fa1e0ad003ae5316539fa0f2033db37c1c7ddc850b57f36bd
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4249,0d10eeea5f,227,1213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",313e2a351535dd97d40ca60cae6bdda9851636ad4387a6e7f37925147081b849
2021-04-14,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4254,035741cd9a,224,2312121,"forgelite_prime_mikanikos:18,333950/57:5/331609/42:7/331725/15:7/59:6/331611",18f48ed00c407f0021f7be8030747124a69021af08f160f4b397cae608395814
2021-04-23,input,quick,monk,brewmaster,Patchwerk,300,1,4251,e953155fc3,228,2313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",2243e1779a6f2159172ca4f24404824b5d19c5c885a53ff6c01426d6773695a7
2021-04-07,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4261,4f8dc8a233,227,2212121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",e9ef44633ece2b36e28b9a8ee7e88ea96610c4caf90cc8651834eb86c5665c19
2021-04-20,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4253,e953155fc3,226,2213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:7/331611",950f1d51d7231b28dc29dfea9dbd7740ceed47ee74084627a70f4231bdcb3d35
2021-03-24,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4257,dcccdb1727,226,1213321,"forgelite_prime_mikanikos:18,333950/57:6/331609/37:6/331726/15:7/59:7/331611",4c824db31de45379d65b69d50c278c0c8e9ed27f910322ef2e4956c90f167860
2021-03-25,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4258,dcccdb1727,227,1313121,"forgelite_prime_mikanikos:18,333950/57:5/331609/42:5/331726/15:5/59:5/331611",109c130d0a57aa3fc8ce7ca4f6ef5db69a3efb056736ef8a81e880e56905816e
2021-04-20,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4263,035741cd9a,228,2313321,"forgelite_prime_mikanikos:18,333950/57:7/331609/41:7/331725/15:7/59:7/331611",99af4af9a3ceca4e74b52592843693e877468b8e7a5605d8c898db35df84e1fe
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4258,0d10eeea5f,228,1313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",7983b1a16cd9a1a244eb3027feb61c3af8b9b1a78850b94f2845e80555b02dac
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4262,0d10eeea5f,227,1213121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331726/15:7/59:7/331611",398f8471f1860fa7956dd64ad7d0f50b15e4cda128dfbc861450ece1be3205ad
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4265,0d10eeea5f,227,1313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",775efbc6e977b39d4044b6cf0a4bad2b17edefa8b03c3f79d319bbf52f2e8142
2021-03-31,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4263,0d10eeea5f,227,1313121,"forgelite_prime_mikanikos:18,333950/57:7/331609/42:7/331725/15:7/59:6/331611",4fc272603bdeec8d5e3a6905b97bc3363a33d9e3b6ef7ea086abd308c1375689
2021-04-08,optimize,optimize,monk,brewmaster,Patchwerk,300,1,4270,4f8dc8a233,228,2313321,"forgelite_prime_mikanikos:18,333950/57:7/331609/41:7/331725/15:7/59:7/331611",d79dafb206cd72a9311258c7c4e9708934ace5ab480a27d19d9b4fe4ad48e17c
